name,latitude,longitude,type,rating,comment,status
Flushing Meadows Corona Park,40.74635133,-73.83858289,A,N/A,"A, Under Tree",Active
St. Albans Park,40.69260468,-73.78052005,D,N/A,"D, Near Ballfield",Active
Cleopatra Playground,40.84532084,-73.90405111,A,N/A,"A, Under Tree, In Playground",Active
Marine Park,40.60866655,-73.93587726,C,N/A,"C, Just Outside Playground",Active
Bronx River Parkway,40.82760139,-73.87389307,Other,N/A,"Other, Near Ballfield",Active
Coney Island Beach & Boardwalk,40.57213277,-74.00111262,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Juniper Valley Park,40.7209956,-73.88051286,A,N/A,"A, Near Ballfield",Active
Sylvan Grove Cemetery,40.59100142,-74.19250698,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Westerleigh Park,40.61984365,-74.13466278,B,N/A,"B, Out in Open",Active
Riverside Park,40.80440859,-73.96914893,A,N/A,"A, Out in Open",Active
The Battery,40.70395442,-74.01471545,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree",Active
Manhattan Beach Park,40.57753166,-73.94047251,C,N/A,"C, In Playground",Active
Kaiser Park,40.57834938,-73.99534397,C,N/A,"C, Out in Open, In Playground",Active
Great Kills Park,40.54688671,-74.1519645,A,N/A,"A, In Playground",Active
Hunts Point Riverside Park,40.81784288,-73.88155229,C,N/A,"C, In Shade",Active
Park Of The Americas,40.74837285,-73.86143223,A,N/A,"A, Out in Open, Near Ballfield",Active
River Avenue Parks,40.82568125,-73.92668871,D,N/A,"D, In Playground, Out in Open",Active
Lafayette Playground,40.59445498,-73.98557825,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Kissena Park,40.74662148,-73.81283797,A,N/A,"A, Near Ballfield",Active
Heckscher Playground,40.69500513,-73.91828394,C,N/A,"C, Near Ballfield",Active
Dr. Green Playground,40.66743308,-73.90659335,C,N/A,"C, Under Tree, In Shade, Out in Open, Just Outside Playground",Active
Pratt Playground,40.69258283,-73.96226719,A,N/A,"A, In Playground, Under Tree",Active
Pelham Bay Park,40.8687292,-73.7919151,A,N/A,"A, Under Tree",Active
Kennedy King Playground,40.65865993,-73.92188003,C,N/A,"C, Out in Open, In Playground, In Shade",Active
Bayswater Park,40.59977821,-73.76791162,D,N/A,"D, Near Ballfield",Active
Riverside Park,40.78340932,-73.98479841,CS Concrete,N/A,"CS Concrete, In Playground",Active
Marine Park,40.59385551,-73.92538194,A,N/A,"A, Near Ballfield",Active
Forest Park,40.70256507,-73.86805123,E Wheelchair Child,N/A,"E Wheelchair Child, Just Outside Playground",Active
Dean Playground,40.68123076,-73.97353281,A,N/A,"A, In Playground, Under Tree",Active
Flushing Meadows Corona Park,40.75036645,-73.83667393,A,N/A,"A, Out in Open",Active
Kennedy Playground,40.77097701,-73.77935109,C,N/A,"C, In Playground",Active
Coleman Playground,40.71111848,-73.99325277,A,N/A,"A, Under Tree, In Shade, Near Ballfield, Just Outside Playground",Active
Fred Samuel Playground,40.81687457,-73.93929022,C,N/A,"C, Under Tree, In Shade, Near Ballfield, Just Outside Playground",Active
Prospect Park,40.66157561,-73.97879959,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Riverside Park,40.80477809,-73.97063654,B,N/A,"B, Near Ballfield",Active
Sol Lain Plgd,40.71430207,-73.98363708,Bottle Filler High Low,N/A,"Bottle Filler High Low, Under Tree, Near Ballfield, In Playground",Active
Allen Mall One,40.71899775,-73.990402,F Dog,N/A,"F Dog, Out in Open",Active
Father Fagan Park,40.72681874,-74.00327635,E High Low,N/A,"E High Low, Under Tree",Active
Bath Playground,40.59540127,-73.99299607,D,N/A,"D, Out in Open",Active
Noble Playground,40.83686403,-73.87185006,CS Metal,N/A,"CS Metal, In Playground, In Shade, Near Ballfield",Active
Tudor Park,40.67328076,-73.85469975,Other,N/A,"Other, Under Tree",Active
Riverside Park,40.78744083,-73.98196589,B,N/A,"B, Out in Open, Just Outside Playground",Active
Prospect Park,40.6613638,-73.97645262,E High Low,N/A,"E High Low, Near Ballfield, Out in Open",Active
East River Waterfront Esplanade,40.71006827,-73.9893911,Other,N/A,"Other, Near Ballfield, In Shade",Active
Pink Playground,40.66670139,-73.8625945,C,N/A,"C, In Playground",Active
Henry Hudson Park,40.88243872,-73.91847504,B,N/A,"B, Under Tree, In Shade",Active
Lincoln Terrace / Arthur S. Somers Park,40.66648065,-73.92780848,A,N/A,"A, Under Tree, In Playground",Active
Colonel David Marcus Playground,40.61027189,-73.96835932,C,N/A,"C, Under Tree, In Playground, Out in Open",Active
Van Cortlandt Park,40.88683456,-73.89850396,E Wheelchair,N/A,"E Wheelchair, Out in Open, Just Outside Playground",Active
Rockaway Beach Boardwalk,40.58289594,-73.81683259,Trough,N/A,"Trough, Out in Open",Active
Bloomingdale Park,40.53505278,-74.20990585,D,N/A,"D, Near Ballfield",Active
Playground Eighty LXXX,40.74479173,-73.70951864,A,N/A,"A, Near Ballfield",Active
Linden Park,40.65797494,-73.88743481,A,N/A,"A, Under Tree, In Playground",Active
Friends Field,40.61854452,-73.97211178,A,N/A,"A, Just Outside Playground",Active
Penn Triangle,40.70067785,-73.96088938,D,N/A,"D, Under Tree, In Shade, Just Outside Playground",Active
Soundview Park,40.8194702,-73.87356299,Other,N/A,"Other, Just Outside Playground",Active
Hammel Playground,40.58808968,-73.80921625,A,N/A,"A, Near Ballfield",Active
Frank Principe Park,40.72714174,-73.90515858,A,N/A,"A, Near Ballfield",Active
Central Park,40.78473442,-73.96726162,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Out in Open",Active
Fort Greene Park,40.69195664,-73.97478656,D,N/A,"D, Out in Open",Active
Colucci Playground,40.85226904,-73.83455148,F High Low,N/A,"F High Low, Out in Open",Active
Andrews Grove,40.74333888,-73.95477432,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Playground",Active
Thomas Jefferson Park,40.79322185,-73.93709618,B,N/A,"B, Under Tree, Near Ballfield",Active
Central Park,40.79707363,-73.9512316,B,N/A,"B, Under Tree, In Shade, Just Outside Playground",Active
Theodore Roosevelt Park,40.78223536,-73.97459237,E Wheelchair,N/A,"E Wheelchair, In Shade, Under Tree",Active
Pelham Bay Park,40.84888173,-73.8222297,Bottle Filler High Low,N/A,"Bottle Filler High Low, Near Ballfield",Active
Flushing Meadows Corona Park,40.74354978,-73.84229791,A,N/A,"A, Under Tree",Active
Matthews Muliner Playground,40.84703667,-73.86151414,C,N/A,"C, In Playground",Active
Crotona Park,40.84005968,-73.89513299,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Wolfe's Pond Park,40.51897213,-74.1875514,A,N/A,"A, Out in Open",Active
Cherry Tree Park,40.78716902,-73.94727004,CS Concrete,N/A,"CS Concrete, Near Ballfield, In Playground",Active
Co-op City Field,40.87625683,-73.82387525,A,N/A,"A, Near Ballfield",Active
St. Michael's Playground,40.75871271,-73.90012909,C,N/A,"C, Near Ballfield",Active
Lincoln Terrace / Arthur S. Somers Park,40.66564202,-73.92841163,A,N/A,"A, Out in Open",Active
Van Cortlandt Park,40.88852457,-73.89808712,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Greene Playground,40.68658357,-73.96578294,A,N/A,"A, In Playground",Active
Washington's Walk,40.87424701,-73.9007933,A,N/A,"A, Out in Open",Active
Glen Oaks Oval,40.74962501,-73.71622192,C,N/A,"C, In Playground",Active
Astoria Park,40.77955657,-73.92091195,A,N/A,"A, Out in Open",Active
Patterson Playground,40.81589304,-73.92259619,C,N/A,"C, Out in Open, Just Outside Playground",Active
Julio Carballo Fields,40.81623161,-73.88923359,C,N/A,"C, Near Ballfield",Active
Bloomingdale Park,40.53397027,-74.21001575,D,N/A,"D, Near Ballfield",Active
Coney Island Beach & Boardwalk,40.57403311,-73.97271242,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
College Point Fields,40.77723144,-73.83810694,D,N/A,"D, Out in Open, Near Ballfield",Active
Walter Ward Playground,40.65710812,-73.84350374,C,N/A,"C, In Playground",Active
Mount Hope Playground,40.85015933,-73.90946354,C,N/A,"C, Under Tree, In Playground",Active
Oxport Playground,40.69771119,-73.97644942,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, Out in Open, In Playground",Active
Redfern Playground,40.61106362,-73.74916995,A,N/A,"A, Out in Open",Active
Cunningham Park,40.72600859,-73.77524655,Other,N/A,"Other, Just Outside Playground",Active
Kissena Park,40.74876133,-73.803254,A,N/A,"A, Under Tree, In Playground",Active
Canarsie Park,40.63097553,-73.89268169,D,N/A,"D, Out in Open, In Playground",Active
Jackie Robinson Park,40.68007479,-73.92829537,A,N/A,"A, Under Tree, In Playground",Active
Brower Park,40.67431835,-73.94329684,C,N/A,"C, Under Tree, In Playground",Active
Beach 17 Playground,40.59479343,-73.74755981,D,N/A,"D, Out in Open",Active
Monsignor Crawford Field,40.61437476,-73.91671925,D,N/A,"D, Out in Open, Near Ballfield",Active
Macombs Dam Park,40.82872178,-73.92859661,Trough,N/A,"Trough, Out in Open",Active
Central Park,40.76720588,-73.97128349,B,N/A,"B, Under Tree, Out in Open",Active
Pelham Bay Park,40.86183273,-73.79355816,Other,N/A,"Other, Under Tree",Active
Mount Eden Malls,40.84289267,-73.909793,C,N/A,"C, Out in Open",Active
Van Cortlandt Park,40.8874642,-73.89622748,A,N/A,"A, Near Ballfield",Active
Franklin D. Roosevelt Boardwalk and Beach,40.59309145,-74.06244221,D,N/A,"D, Out in Open",Active
Bensonhurst Park,40.5978214,-73.99993808,CS Metal,N/A,"CS Metal, In Shade",Active
Harvey Park,40.78314165,-73.82373137,A,N/A,"A, Near Ballfield",Active
Corlears Hook Park,40.71158359,-73.97978634,C,N/A,"C, Under Tree, Near Ballfield, Just Outside Playground",Active
Central Park,40.76934533,-73.97693283,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Near Ballfield, In Shade",Active
Beach 17 Playground,40.59438792,-73.75034177,D,N/A,"D, Under Tree",Active
Mafera Park,40.70827804,-73.89069823,A,N/A,"A, Near Ballfield",Active
Morris Mesa,40.84526142,-73.90955938,D,N/A,"D, Under Tree, In Playground",Active
Delphin H. Greene Playground,40.68458174,-73.72868075,A,N/A,"A, In Shade",Active
John V. Lindsay East River Park,40.71719405,-73.97428857,E Wheelchair Child,N/A,"E Wheelchair Child, Near Ballfield",Active
Nostrand Playground,40.63837176,-73.94680858,A,N/A,"A, Out in Open",Active
Jerome Playground,40.65888206,-73.87948523,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
Curtis Playground,40.64118711,-73.9173433,E Wheelchair,N/A,"E Wheelchair, Out in Open, In Playground",Active
Andrews Grove,40.74337825,-73.95486669,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Playground",Active
Latimer Playground,40.69632626,-73.78655754,C,N/A,"C, Under Tree",Active
Franklin D. Roosevelt Boardwalk and Beach,40.56931622,-74.0894981,A,N/A,"A, Out in Open",Active
Schenck Playground,40.66546999,-73.88612456,A,N/A,"A, In Playground",Active
Mullaly Park,40.83339071,-73.92338267,C,N/A,"C, Near Ballfield",Active
Gonzalo Plasencia Playground,40.65239496,-74.00836528,C,N/A,"C, In Playground",Active
Grand Central Parkway Extension,40.76408101,-73.86080038,B,N/A,"B, Out in Open",Active
Frederick B. Judge Playground,40.68394296,-73.80861645,C,N/A,"C, Near Ballfield",Active
Recreational Area,40.82943107,-73.95235356,A,N/A,"A, Near Ballfield",Active
Wards Island Park,40.79120251,-73.92978776,B,N/A,"B, Out in Open",Active
Wingate Park,40.65898733,-73.94434565,A,N/A,"A, Out in Open",Active
Beach 30th Street Playground,40.59270747,-73.76382229,D,N/A,"D, Near Ballfield",Active
Sheepshead Playground,40.5887319,-73.94024374,D,N/A,"D, In Playground",Active
Bill Brown Playground,40.59217759,-73.94593252,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Francis Lewis Playground,40.76017926,-73.78398584,A,N/A,"A, In Playground",Active
Van Cortlandt Park,40.89656234,-73.8773059,A,N/A,"A, Near Ballfield",Active
Greencroft Playground,40.55185886,-74.1367913,A,N/A,"A, Near Ballfield",Active
Highland Park,40.68518483,-73.88349103,D,N/A,"D, Near Ballfield",Active
LaGuardia Landing Lights,40.762017,-73.89020605,D,N/A,"D, Near Ballfield",Active
Frank Principe Park,40.72844499,-73.90558524,D,N/A,"D, Under Tree",Active
Mellett Playground,40.59720514,-73.95737531,A,N/A,"A, In Playground",Active
East Springfield Playground,40.69859719,-73.74000211,A,N/A,"A, Out in Open",Active
Prospect Park,40.66160403,-73.96796368,E Wheelchair Dog,N/A,E Wheelchair Dog,Active
Haffen Park,40.872767,-73.83956518,A,N/A,"A, Near Ballfield, In Shade",Active
Chelsea Park,40.75060211,-74.00174438,C,N/A,"C, Near Ballfield",Active
James J Walker Park,40.72955519,-74.00644921,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, In Shade",Active
Vinmont Veteran Park,40.90213245,-73.90498019,A,N/A,A,Active
Powell Playground,40.67097571,-73.90502173,C,N/A,"C, Out in Open",Active
Carl Schurz Park,40.77437196,-73.94486762,B,N/A,"B, Under Tree",Active
Manhattan Beach Park,40.57676691,-73.94296997,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Central Park,40.79301289,-73.95544163,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Dean Playground,40.68053052,-73.97292757,A,N/A,"A, Out in Open",Active
Coney Island Beach & Boardwalk,40.57528918,-73.95852884,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Coney Island Beach & Boardwalk,40.57151851,-73.99180573,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Thomas Paine Park,40.71482944,-74.0027046,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Flushing Meadows Corona Park,40.73267173,-73.8378886,A,N/A,"A, Under Tree",Active
Pratt Playground,40.69248914,-73.96267914,C,N/A,"C, Under Tree, In Playground, Out in Open",Active
Pelham Bay Park,40.85107726,-73.81988312,F High Low,N/A,"F High Low, Near Ballfield",Active
Pelham Bay Park,40.86964487,-73.79049171,A,N/A,"A, Out in Open",Active
Mafera Park,40.70629622,-73.8914509,A,N/A,"A, Near Ballfield",Active
Marine Park,40.60502565,-73.93651323,A,N/A,"A, Near Ballfield",Active
Idlewild Park,40.65515175,-73.75373864,C,N/A,"C, Out in Open, Near Ballfield",Active
Flushing Fields,40.77616525,-73.81716385,D,N/A,"D, In Playground, Under Tree, Out in Open",Active
Rainey Park,40.81807777,-73.89884514,B,N/A,"B, Near Ballfield",Active
Coney Island Beach & Boardwalk,40.57270411,-73.982916,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Woodside Memorial Plaza,40.74536028,-73.9047693,C,N/A,"C, Under Tree, Out in Open",Active
Davis Playground,40.64234638,-74.08596823,C,N/A,"C, In Playground",Active
Travers Park,40.75430233,-73.88957892,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Benson Playground,40.60251017,-74.00236483,F High Low,N/A,"F High Low, Just Outside Playground",Active
Battery Park City Parks,40.70829847,-74.01583002,Other,N/A,"Other, Under Tree, Near Ballfield, In Playground",Active
J. Hood Wright Park,40.84702092,-73.94044468,A,N/A,"A, Near Ballfield",Active
Luther Gulick Park,40.71577155,-73.98114451,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Central Park,40.79297447,-73.95413351,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Out in Open",Active
Bicentennial Veterans Memorial Park,40.82377681,-73.81381152,C,N/A,"C, Out in Open",Active
Flushing Meadows Corona Park,40.74764968,-73.84702869,A,N/A,"A, Under Tree",Active
Rockaway Beach Boardwalk,40.58588327,-73.80641667,Trough,N/A,"Trough, Out in Open",Active
Detective Keith L Williams Park,40.70406837,-73.78490861,A,N/A,"A, Out in Open",Active
Railroad Park,40.82498261,-73.91533645,Other,N/A,"Other, Under Tree, In Shade",Active
Crotona Park,40.8358168,-73.90012296,E Wheelchair,N/A,"E Wheelchair, Out in Open, In Playground",Active
Silver Lake Park,40.62613803,-74.09346101,A,N/A,"A, Out in Open",Active
Carl Schurz Park,40.77645077,-73.94330046,C,N/A,"C, Out in Open",Active
Marcus Garvey Park,40.80335229,-73.94273579,D,N/A,"D, Under Tree, Just Outside Playground, Near Ballfield",Active
Prospect Park,40.65848938,-73.96314527,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
P.O. Reinaldo Salgado Playground,40.68792989,-73.92556676,D,N/A,"D, In Playground",Active
Seton Park,40.88650273,-73.91724687,A,N/A,"A, Out in Open",Active
Grover Cleveland Playground,40.7106834,-73.91166655,C,N/A,"C, Near Ballfield",Active
Union Square Park,40.73604466,-73.99050425,B,N/A,"B, Under Tree, Just Outside Playground",Active
Washington Square Park,40.73015891,-73.99751798,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree",Active
Breininger Park,40.72597143,-73.72911227,C,N/A,"C, Near Ballfield",Active
Maria Hernandez Park,40.70301673,-73.9242415,C,N/A,"C, In Playground",Active
P.O. Serrano Playground,40.82352388,-73.85201564,C,N/A,"C, Near Ballfield",Active
Baisley Pond Park,40.68427886,-73.78664901,A,N/A,"A, Near Ballfield",Active
Walt Whitman Park,40.69788778,-73.98936667,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
St. Nicholas Park,40.81334239,-73.95128703,A,N/A,"A, Just Outside Playground, Near Ballfield",Active
Crocheron Park,40.77301169,-73.76700577,A,N/A,"A, In Shade",Active
Brooklyn Heights Promenade,40.6996881,-73.99617594,E Wheelchair,N/A,E Wheelchair,Active
Parade Ground,40.65155283,-73.96624849,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57328668,-74.08451899,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Fort Tryon Park,40.85968363,-73.9316519,Other,N/A,"Other, Under Tree",Active
John V. Lindsay East River Park,40.72151121,-73.97421419,A,N/A,"A, Under Tree, Near Ballfield",Active
McCarren Park,40.7214741,-73.95413571,Bottle Filler,N/A,"Bottle Filler, Out in Open",Active
Crotona Park,40.83795424,-73.89352657,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Randall's Island Park,40.79359415,-73.91740484,Pedestal,N/A,"Pedestal, Out in Open, Near Ballfield",Active
Belt Parkway,40.66558175,-73.82437861,C,N/A,"C, Out in Open, Near Ballfield",Active
St. Mary's Park,40.8098471,-73.91055444,C,N/A,"C, Out in Open",Active
Flushing Meadows Corona Park,40.76245401,-73.84493954,C,N/A,"C, Out in Open",Active
Forest Park,40.70137223,-73.85581961,A,N/A,"A, In Playground",Active
Woodtree Playground,40.77750888,-73.90246456,CS Concrete,N/A,"CS Concrete, In Shade",Active
Seaside Wildlife Nature Park,40.54030489,-74.14323209,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Pulaski Park,40.80511389,-73.92413228,A,N/A,"A, Out in Open",Active
Marie Curie Park,40.75708569,-73.7715777,C,N/A,"C, In Playground",Active
Seward Park,40.71454296,-73.98979746,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Playground",Active
Tanahey Playground,40.71004413,-73.99613917,D,N/A,"D, Just Outside Playground, Under Tree",Active
Col. Young Playground,40.81905305,-73.93615994,A,N/A,"A, Just Outside Playground, Near Ballfield",Active
Dr. Green Playground,40.66693543,-73.90664303,A,N/A,"A, Under Tree, In Shade, Near Ballfield",Active
Dimattina Playground,40.68023287,-74.00290621,D,N/A,"D, Near Ballfield",Active
Breukelen Ballfields,40.65427458,-73.89390471,A,N/A,"A, Out in Open, Near Ballfield",Active
Space Time Playground,40.82202975,-73.85982902,D,N/A,"D, In Playground",Active
